"Country Name","Region Name",Zone,"Zip From","Zip To","Weight From","Weight To","Volume From","Volume To","Profile Name","Shipping Price","Shipping Name"
AU,NSW,20,2084,2105,26,250,0,0.75,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2084,2105,251,500,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2084,2105,501,1000,0.751,3.5,Standard,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2084,2105,501,1000,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2084,2105,1001,2000,0.751,6.99,Standard,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2084,2105,1001,2000,0.751,6.99,Bulky,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2084,2105,2001,3999,7,15,Standard,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2084,2105,2001,3999,7,15,Bulky,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,0,25,0,0.064,Standard,55.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,0,25,0,0.064,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,0,25,0.065,0.192,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,0,25,0.065,0.192,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,26,250,0,0.75,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,26,250,0,0.75,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,251,500,0,0.75,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,0,25,0,0.064,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,0,25,0.065,0.192,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,26,250,0,0.75,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,251,500,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,501,1000,0.751,3.5,Standard,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,501,1000,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,1001,2000,0.751,6.99,Standard,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,1001,2000,0.751,6.99,Bulky,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,2001,3999,7,15,Standard,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2109,2234,2001,3999,7,15,Bulky,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,0,25,0,0.064,Standard,55.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,0,25,0,0.064,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,0,25,0.065,0.192,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,0,25,0.065,0.192,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,26,250,0,0.75,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,26,250,0,0.75,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,251,500,0,0.75,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,0,25,0,0.064,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,0,25,0.065,0.192,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,26,250,0,0.75,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,251,500,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,501,1000,0.751,3.5,Standard,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,501,1000,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,1001,2000,0.751,6.99,Standard,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,1001,2000,0.751,6.99,Bulky,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,2001,3999,7,15,Standard,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2555,2560,2001,3999,7,15,Bulky,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,0,25,0,0.064,Standard,55.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,0,25,0,0.064,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,0,25,0.065,0.192,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,0,25,0.065,0.192,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,26,250,0,0.75,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,26,250,0,0.75,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,251,500,0,0.75,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,0,25,0,0.064,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,0,25,0.065,0.192,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,26,250,0,0.75,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,251,500,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,501,1000,0.751,3.5,Standard,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,501,1000,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,1001,2000,0.751,6.99,Standard,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,1001,2000,0.751,6.99,Bulky,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,2001,3999,7,15,Standard,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2564,2567,2001,3999,7,15,Bulky,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,0,25,0,0.064,Standard,55.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,0,25,0,0.064,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,0,25,0.065,0.192,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,0,25,0.065,0.192,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,26,250,0,0.75,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,26,250,0,0.75,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,251,500,0,0.75,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,0,25,0,0.064,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,0,25,0.065,0.192,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,26,250,0,0.75,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,251,500,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,501,1000,0.751,3.5,Standard,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,501,1000,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,1001,2000,0.751,6.99,Standard,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,1001,2000,0.751,6.99,Bulky,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,2001,3999,7,15,Standard,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2570,2570,2001,3999,7,15,Bulky,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,0,25,0,0.064,Standard,55.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,0,25,0,0.064,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,0,25,0.065,0.192,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,0,25,0.065,0.192,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,26,250,0,0.75,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,26,250,0,0.75,Bulky,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,251,500,0,0.75,Standard,70.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,0,25,0,0.064,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,0,25,0.065,0.192,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,26,250,0,0.75,Hoarding,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,251,500,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,501,1000,0.751,3.5,Standard,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,501,1000,0.751,3.5,Bulky,90.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,1001,2000,0.751,6.99,Standard,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,1001,2000,0.751,6.99,Bulky,135.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,2001,3999,7,15,Standard,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2759,2770,2001,3999,7,15,Bulky,185.0000,"Same Day Express (3 hr service)"
AU,NSW,20,2000,2080,0,25,0,0.064,Standard,35.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,0,25,0,0.064,Standard,35.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,0,25,0,0.064,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,0,25,0.065,0.192,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,0,25,0.065,0.192,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,26,250,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,26,250,0,0.75,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,251,500,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,0,25,0,0.064,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,0,25,0.065,0.192,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,26,250,0,0.75,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,251,500,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,251,500,0.751,3.5,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,501,1000,0.751,3.5,Standard,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,501,1000,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,1001,2000,0.751,6.99,Standard,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,1001,2000,0.751,6.99,Bulky,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,2001,3999,7,15,Standard,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2000,2080,2001,3999,7,15,Bulky,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,0,25,0,0.064,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,0,25,0.065,0.192,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,0,25,0.065,0.192,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,26,250,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,26,250,0,0.75,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,251,500,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,0,25,0,0.064,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,0,25,0.065,0.192,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,26,250,0,0.75,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,251,500,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,251,500,0.751,3.5,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,501,1000,0.751,3.5,Standard,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,501,1000,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,1001,2000,0.751,6.99,Standard,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,1001,2000,0.751,6.99,Bulky,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,2001,3999,7,15,Standard,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2084,2105,2001,3999,7,15,Bulky,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,0,25,0,0.064,Standard,35.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,0,25,0,0.064,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,0,25,0.065,0.192,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,0,25,0.065,0.192,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,26,250,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,26,250,0,0.75,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,251,500,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,0,25,0,0.064,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,0,25,0.065,0.192,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,26,250,0,0.75,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,251,500,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,251,500,0.751,3.5,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,501,1000,0.751,3.5,Standard,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,501,1000,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,1001,2000,0.751,6.99,Standard,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,1001,2000,0.751,6.99,Bulky,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,2001,3999,7,15,Standard,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2109,2234,2001,3999,7,15,Bulky,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,0,25,0,0.064,Standard,35.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,0,25,0,0.064,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,0,25,0.065,0.192,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,0,25,0.065,0.192,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,26,250,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,26,250,0,0.75,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,251,500,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,0,25,0,0.064,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,0,25,0.065,0.192,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,26,250,0,0.75,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,251,500,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,251,500,0.751,3.5,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,501,1000,0.751,3.5,Standard,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,501,1000,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,1001,2000,0.751,6.99,Standard,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,1001,2000,0.751,6.99,Bulky,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,2001,3999,7,15,Standard,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2555,2560,2001,3999,7,15,Bulky,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,0,25,0,0.064,Standard,35.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,0,25,0,0.064,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,0,25,0.065,0.192,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,0,25,0.065,0.192,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,26,250,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,26,250,0,0.75,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,251,500,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,0,25,0,0.064,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,0,25,0.065,0.192,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,26,250,0,0.75,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,251,500,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,251,500,0.751,3.5,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,501,1000,0.751,3.5,Standard,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,501,1000,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,1001,2000,0.751,6.99,Standard,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,1001,2000,0.751,6.99,Bulky,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,2001,3999,7,15,Standard,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2564,2567,2001,3999,7,15,Bulky,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,0,25,0,0.064,Standard,35.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,0,25,0,0.064,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,0,25,0.065,0.192,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,0,25,0.065,0.192,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,26,250,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,26,250,0,0.75,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,251,500,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,0,25,0,0.064,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,0,25,0.065,0.192,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,26,250,0,0.75,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,251,500,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,251,500,0.751,3.5,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,501,1000,0.751,3.5,Standard,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,501,1000,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,1001,2000,0.751,6.99,Standard,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,1001,2000,0.751,6.99,Bulky,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,2001,3999,7,15,Standard,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2570,2570,2001,3999,7,15,Bulky,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,0,25,0,0.064,Standard,35.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,0,25,0,0.064,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,0,25,0.065,0.192,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,0,25,0.065,0.192,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,26,250,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,26,250,0,0.75,Bulky,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,251,500,0,0.75,Standard,50.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,0,25,0,0.064,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,0,25,0.065,0.192,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,26,250,0,0.75,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,251,500,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,251,500,0.751,3.5,Hoarding,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,501,1000,0.751,3.5,Standard,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,501,1000,0.751,3.5,Bulky,65.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,1001,2000,0.751,6.99,Standard,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,1001,2000,0.751,6.99,Bulky,95.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,2001,3999,7,15,Standard,125.0000,"Same day Standard (5 hour service)"
AU,NSW,20,2759,2770,2001,3999,7,15,Bulky,125.0000,"Same day Standard (5 hour service)"
AU,QLD,20,2000,2080,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2000,2080,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2000,2080,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2084,2105,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2084,2105,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
